,x,y
0,0.0032567644124539886,0.00029591274035333334
1,0.001127531733241181,0.0003821378459123031
2,0.0006848387385652261,0.0004000007453387273
3,0.002777180307330549,0.0003989653761887879
4,0.0029004477515039424,0.0004008237870546061
5,0.0022896796182262555,0.0003685391958569697
6,0.0017971648957633278,0.00033717976457084853
7,0.0011534608676785378,0.0003633951083977576
8,0.0008184829222966617,0.00028697954957945457
9,0.0016557341510013497,0.0003339426490515758
10,0.0013116835271988782,0.0002912742260230303
11,0.9472754386748814,0.0577178024798297
12,0.0007143685797859142,0.0003935597321855152
13,0.0014505100593225314,0.00042851839435230306
14,0.5161701485757524,0.08520138397848352
15,0.0015074138299772844,0.00039095418807824243
16,0.0023758829635119392,0.0003165761661112122
17,0.0011128452723708103,0.0004174829180867879
18,0.002702329644075249,0.0003833699644693334
19,0.002250067140997823,0.00044702695378521216
20,0.0029105499869509356,0.00033976841889127275
21,0.0029127052171068193,0.0002558044556281818
22,0.017229177268359198,0.0025258666844633335
23,0.7553963759798441,0.015676756549753028
24,0.0007469958895431059,0.0004974442205344849
25,0.0016623680781493854,0.0003622531769110303
26,0.0019060170439424554,0.000342281746509697
27,0.0029949387276477966,0.00038945706643824245
28,0.000820935010205083,0.0002448109344992121
29,0.005700719098955545,0.00036269722232430305
30,0.0033313023058814837,0.0004041154703645455
31,0.0019165245712717421,0.00035631040162696973
32,0.002285564454319102,0.0004066101111266667
33,0.0018783337793268024,0.00028288699639975756
34,0.0008161036652535535,0.0003503740436932727
35,0.0022826622236622723,0.00038854457239333336
36,0.0013361284539788127,0.0003645897323606061
37,0.007586935995122812,0.002108479554799091
38,0.0029838992447652427,0.00040900183511515155
39,0.6099335356790619,0.015857471878440818
40,0.00251195371094876,0.00026983898142987877
41,0.00681888619012542,0.001095127538627394
42,0.0018078670505907513,0.00023777319943909094
43,0.00398411761220468,0.0003183631170626061
44,0.0012072701899300388,0.0004228455449748485
45,0.003635334036788272,0.0004042750140247273
46,0.001064270214912134,0.0003452521307753333
47,0.0026342096043728523,0.000417232690739697
48,0.0036679750309100987,0.0003534333802205455
49,0.0016903653915947574,0.0004001031323745455
50,1.2006458030035327,0.038356393062144875
51,0.003289186508643728,0.0002762198914129697
52,0.0026648695873512734,0.0005129489210109698
53,0.003639324718831671,0.0002736890702678182
54,0.0012472889196445329,0.0004718107724286667
55,0.0013329844733501763,0.0003093834748043636
56,0.001440254654157036,0.00041017500627418184
57,0.0038917103382701324,0.00039376036074842424
58,0.0033495652159496896,0.0003798083792892121
59,0.0017226514940800156,0.0003512597583936364
60,0.0018487287794694246,0.000381610169397697
61,0.4125073715372355,0.04415970621791681
62,0.00230564144063345,0.0005074516925264849
63,0.0011946051197991845,0.0003712054464745454
64,0.0013346457568428284,0.0003288920838393334
65,0.006129486180012536,0.0003247057490448485
66,0.02744986924889888,0.0018980201664601213
67,0.002523818954985696,0.0003222747578249091
68,0.37733261787278555,0.05679588840514819
69,0.0024115043866678692,0.00038803409700466666
70,0.0022662012745012726,0.00034656730236630305
71,0.0011292398992576503,0.00037330269022612126
72,0.0009753582394318941,0.00038780244740054546
73,0.0011792766196076193,0.00032558580662436364
74,0.0019282236214572272,0.000321591978896
75,0.0008660286493865037,0.0003280512711632121
76,0.0007176468463178362,0.00033248982506327274
