,x,y
0,0.04350905104202523,0.0011
1,0.06563803166083435,0.0009
2,0.05526156643642016,0.0009
3,0.04719464844596076,0.0004
4,0.07963054270921047,0.001
5,0.14941273153690693,0.0015
6,0.2133348247889812,0.0026
7,0.031007769123576653,0.0003
8,0.03591313168523738,0.0002
9,0.03582579418867212,0.0003
10,0.02731442051720125,0.0002
11,0.023893331018751116,0.0002
12,0.019745355073140965,0.0003
13,0.019772362480351833,0.0003
14,0.014489417161884531,0.0003
15,0.01781864028629082,0.0003
16,0.022304216579416617,0.0004
17,0.01796739077884379,0.0003
18,0.028266816841084494,0.0002
19,0.025118223447261778,0.0002
20,0.016715939366905744,0.0005
21,0.021393999324018798,0.0004
22,0.033181663702223425,0.0003
23,0.030837449690962304,0.0004
24,0.04005204359745957,0.0005
25,0.04783288675660995,0.0007000000000000001
26,0.0489914964365173,0.0004
27,0.030488212624782244,0.0006
28,0.06492448384554311,0.0069
29,0.06375903323916961,0.0095
30,0.03853207348585359,0.0002
31,0.12207925685092837,0.0015
32,0.03515882597306737,0.0008
33,0.041880366232624366,0.0011
34,0.07629235439907428,0.0011
35,0.07261561442803458,0.0014000000000000002
36,0.07537316940631436,0.0013
37,0.07904990937735408,0.0017000000000000001
38,0.07904990937735408,0.0018
39,0.13069661615805275,0.0019
40,0.13213284270924014,0.0019
41,0.13213284270924014,0.0023
42,0.18613496103388605,0.0024
43,0.05625221883700878,0.0006
44,0.058361677043396606,0.0009
45,0.05906482977885921,0.0008
46,0.09338747267862786,0.0007000000000000001
47,0.09558482497694852,0.001
48,0.09558482497694852,0.0011
49,0.17412194567614336,0.008199999999999999
50,0.18086686036027108,0.0052
51,0.5038086320524079,0.0208
52,0.09281961982156633,0.003
53,0.029454521635055523,0.0015
54,0.018742429834708616,0.0003
55,0.07824434584233841,0.0005
56,0.0603233570754958,0.0003
57,0.09438956462223734,0.0004
58,0.14035255294819818,0.0013
59,0.07219879141709884,0.0014000000000000002
60,0.08519321675203721,0.0017000000000000001
61,0.08296033002264913,0.003
62,0.06850673376097857,0.0014000000000000002
63,0.06572955667126516,0.0018
64,0.06572955667126516,0.0018
65,0.07189170260919629,0.0019
66,0.051921785217752876,0.0013
67,0.029882645203934268,0.0007000000000000001
68,0.03036462335238482,0.0009
69,0.029882645203934268,0.0008
70,0.00586020968182807,0.00031300004712328354
71,0.008933409649330511,0.00023097124154615673
72,0.009827164642330799,0.0002763506463122015
73,0.010623359689485617,0.00013495923733432836
74,0.011003580416698563,0.0007018756629559701
75,0.011442975213245018,0.0004404876716955224
76,0.01190756340939468,0.00019666720384488808
77,0.012594614990806668,0.00039564865203805974
78,0.013943848678664349,0.0006602920082895522
79,0.014074906108072634,0.00032069376332369406
80,0.014141957226641808,0.00022705309567936564
81,0.014533786165584761,0.00030207364382205224
82,0.015494181114620675,0.0002942970631587687
83,0.015544694517575418,0.0004359417852294776
84,0.01623041183758669,0.0006629453036402984
85,0.016785501417218997,0.0002751659981866045
86,0.01749171994636885,7.612567072861941e-05
87,0.017664219685752422,0.0004492910060671642
88,0.01978472463444138,0.00020556998859111938
89,0.020396467369133652,0.0004596094403391791
90,0.021154601090449573,0.00014779026988966416
91,0.02115683239784901,0.00032821173530048507
92,0.022347975292261582,0.0005667721958824627
93,0.023289407288363373,0.0003068846811016045
94,0.023405193171639922,0.21359816846093285
95,0.025567217754113757,0.0004105999162402985
96,0.025682596786405654,0.00011175359573712686
97,0.0260462614519435,0.0005568562516253731
98,0.027046929359292784,0.00012364600735272386
99,0.027118414669358822,0.00018664426141619403
100,0.027226454390157244,0.0002565004701108209
101,0.028243294956445095,5.324023290335822e-05
102,0.029174333982641524,0.00013835424882578358
103,0.02924228329120094,0.0003433147776404104
104,0.029921362439296835,0.0005756938539880597
105,0.03277945029453501,0.0004826763222746269
106,0.03318200586926739,0.0007371068267764925
107,0.03359026766693815,0.0006490601351861941
108,0.0341358528260299,0.0006067988020328358
109,0.037754543061067486,0.2511949359974627
110,0.038639950276069035,0.0005890316959410448
111,0.038653047567435594,0.0004921891487130597
112,0.03971613401141409,0.0003560354841554851
113,0.04035671035905888,0.0007626177780567165
114,0.04080375011277157,0.1390699879763433
115,0.04169452110837403,0.0005425551443376865
116,0.04217296429123003,0.000737419149638433
117,0.04262582235169062,0.007906719893761195
118,0.043759075017891724,0.00018348427281798506
119,0.04528542682203124,0.0015205902758921642
120,0.04548492493578388,0.00014799029369238806
121,0.046084032995561,0.0036592302603444026
122,0.04611364894844478,0.0026032408452757463
123,0.04718529449262874,0.0005936661080514925
124,0.04905552058819972,0.0002488837329425746
125,0.049286244913064756,0.0007321224438753732
126,0.05014052989474818,5.829013552541045e-05
127,0.0503818549508682,0.11629627308791046
128,0.05073059516067638,0.0004518167901160448
129,0.05095062183633798,0.0003031363023404478
130,0.05130801743832646,0.0006447029942593284
131,0.051551738384984065,0.1935612847768657
132,0.05298518124954958,0.00019024424277936568
133,0.05336975123978211,0.000869763945433209
134,0.055115975581956404,0.0007716520440619404
135,0.05587207366003287,0.0019202228738985072
136,0.05605562647419999,0.0003376049951436194
137,0.056099237675533965,0.00022356397045485073
138,0.0582652034376095,0.0009445433575884329
139,0.058561321621527336,0.0005348154791126866
140,0.058868919239277534,0.0002768106044298134
141,0.059011957912583055,0.008199961714798506
142,0.05929197111943998,0.0006671195929182836
143,0.05934813299985272,0.0004039076418817164
144,0.06138901656341908,0.0008163593533104477
145,0.06427106299921109,0.000295037711306903
146,0.06451762665924447,0.2559793712608209
147,0.06537184603116593,0.0002402431163767164
148,0.06624382062049572,0.0007407745293317165
149,0.06652467517464736,0.0005781339623320895
150,0.07058234177787556,0.000966317643883582
151,0.07176874170153978,0.0008274571742522387
152,0.07447075536671476,0.001664595009544403
153,0.07619376007095988,0.0007137431945757462
154,0.0776963165352374,0.00018699168823694032
155,0.07912800070202411,0.00029798388822757464
156,0.07914940795976941,0.0002581840809140672
157,0.08052686417008224,0.0009996485499992537
158,0.08125917388761224,0.14693011332712685
159,0.08192682250294327,0.0019215218782567163
160,0.08247959906186629,0.12850650272641792
161,0.08284577654253962,0.0008016515833682836
162,0.08365750944662753,0.0026252075302623133
